videoId,publishedAt,kind,title,description,channelTitle,liveBroadcastContent
RZfv5xTTFjo,2023-11-07,youtube#video,"CDA, D66 en SP in debat over bestaanszekerheid - NOS Nederland Kiest | NPO Radio 1","Henri Bontenbal (CDA), Rob Jetten (D66) en Lilian Marijnissen (SP) debatteren in het radiodebat van de NOS op NPO Radio 1 ...",NPO Radio 1,none
oVCB5dcg7XA,2023-11-07,youtube#video,D66 en PVV in debat over het vertrouwen in de politiek - NOS Nederland Kiest | NPO Radio 1,Rob Jetten (Democraten 66) en Geert Wilders (Partij voor de Vrijheid) gaan bij de NOS op NPO Radio 1 in debat over 'het ...,NPO Radio 1,none
2TUJqOPJvmA,2023-11-08,youtube#video,Jan Paternotte (D66) haalt uit: &#39;Rechtse partijen laten mensen vallen&#39;,Dit is een fragment uit The Daily Move met presentatoren Liesbeth Staats en Kees Dorresteijn. Te gast zijn politiek verslaggever ...,BNR,none
bt-HHWYBCrM,2023-11-09,youtube#video,"Gideon SLOOPT D66 op hilarische wijze! &#39;Ik ben niet WIT, dit papier is WIT, ik ben BLANK!&#39;","Gideon SLOOPT D66 op hilarische wijze! 'Ik ben niet WIT, dit papier is WIT, ik ben BLANK!'",KafkaNL,none
u29nVp-ldXQ,2023-11-10,youtube#video,Debat &#39;Abortus: een mensenrecht?&#39; met Rob Jetten (D66) en Maaike Rosendal (CCBR),Op 6 november 2023 gingen Rob Jetten (D66) en Maaike Rosendal (CCBR) met elkaar in gesprek over abortus tijdens een ...,NPV- Zorg voor het leven,none
RfCF3RIH-kk,2023-11-11,youtube#video,Zweten in de sportschool met Rob Jetten (D66),"De Tweede Kamerverkiezingen komen eraan: wat wil D66 eigenlijk? Bart sprak daarover met de baas van de partij, Rob Jetten.",NOS Jeugdjournaal,none
2y7HD0UbUE0,2023-11-12,youtube#video,Hoe belangrijk is diversiteit voor D66? | Plakshot (S5),"Hoe komt het dat inclusiviteit zo hoog bij D66 in het vaandel staat? In Plakshot geeft Roel Maalderink met straatinterviews, ...",Plakshot | VPRO,none
hmDXdNpaYMA,2023-11-12,youtube#video,Rob Jetten | D66 | Buitenhof,"Aan tafel D66-lijsttrekker Rob Jetten over het opvoeren van druk richting de Israëlische regering, hoe klimaatbeleid het ...",Buitenhof,none
1TQCU8CYNJU,2023-11-13,youtube#video,Omtzigt zet D66 (vervangend) Kamerlid Carline van Breugel voor schut,Even kijken Caroline van Breugel voor schut gezet door Pieter Omtzigt 9 november 2023.,Bert Brandsma,none
k_Y-gy33A2A,2023-11-14,youtube#video,Hoe gaat D66 de politiek vernieuwen?,D66-lijsttrekker Rob Jetten is kritisch op partijgenoten die tijdens of na hun politieke baan in de fossiele energiesector gaan ...,Nieuwsuur,none
5m2Hjt41Z4c,2023-11-14,youtube#video,"Wilders (PVV) is Jetten (D66) zat! &#39;&#39;Mensen moeten een huis hebben, met je zonnepanelen!&#39;&#39;",Verkiezingsdebat RTL 2023 Wil je meer Debatten uit de Tweede Kamer zien? druk dan eenvoudig op ABONNEREN ✓ Geef de ...,Politiek Correct,none
Z1LDaianNmU,2023-11-15,youtube#video,"Gideon SLOOPT D66! Ik ben WIT, niet BLANK! 😂",,KafkaNL,none
y_jA2WdZj1I,2023-11-15,youtube#video,TERUGKIJKEN | Rob Jetten (D66) beantwoordde jullie vragen,Van 6 t/m 21 november legt verslaggever Albert Bos iedere werkdag om 9.15 uur jullie vragen live voor aan een lijsttrekker.,NOS,none
qgXeL2MMOlM,2023-11-16,youtube#video,Wat vinden mensen op straat van Rob Jetten (D66)? &#39;Hij is niet onaardig&#39;,"In aanloop naar de verkiezingen gaat politiek verslaggever van WNL Tessa van Viegen gaat 'De Markt Op', om aan burgers te ...",WNL,none
rIDPCHh4GmU,2023-11-16,youtube#video,Rob Jetten (D66): ‘Aanval Timmermans was tenenkrommend’,Dit is een fragment uit The Daily Move met presentatoren Kees Dorresteijn en Liesbeth Staats. Te gast zijn politiek verslaggever ...,BNR,none
CJ5PTsTHYKM,2023-11-17,youtube#video,D66-lijsttrekker Rob Jetten wil graag een groen en progressief blok in de Tweede Kamer | Op1,"D66-lijsttrekker Rob Jetten wil graag een groen en progressief blok in de Tweede Kamer, maar twijfelt of dat met de houding van ...",Op1,none
irZCvChTV_E,2023-11-20,youtube#video,TERUGKIJKEN: EenVandaag Verkiezingsdebat | NPO Radio 1,"De lijsttrekkers Dilan Yeşilgöz (VVD), Pieter Omtzigt (NSC), Frans Timmermans (GroenLinks-PvdA), Geert Wilders (PVV), Caroline ...",NPO Radio 1,none
v28saDIJ6Oc,2023-11-20,youtube#video,Nederland heeft nu een asielcrisis omdat de VVD de afgelopen jaren het D66-beleid heeft uitgevoerd!,,PVVpers,none
aKU82J28mqU,2023-11-20,youtube#video,Jan Terlouw — Stem verstandig.,Woensdag gaan we naar de stembus. Besteed uw stem zorgvuldig. Voorkom dat Nederland verwildert. Kies voor deskundigheid ...,D66,none
V3aKaeHXM4Q,2023-11-21,youtube#video,TERUGKIJKEN | NOS Nederland Kiest: Het Debat (deel 2),"De NOS bracht de avond voor de verkiezingen het slotdebat. In dit deel debatteerden de lijsttrekkers van VVD, PVV, CDA, NSC, ...",NOS,none
3z2qHmpgY1U,2023-11-21,youtube#video,TERUGKIJKEN | NOS Nederland Kiest: Het Debat (deel 1),De NOS bracht de avond voor de verkiezingen het slotdebat. In dit deel debatteerden eerst de kleinere partijen met elkaar.,NOS,none
a-0wfb0zfbE,2023-11-21,youtube#video,"Vlog van Sieta: &quot;Tot aan de laatste dag is er de onbetrouwbare overheid VVD, ChristenUnie, D66, CDA&quot;",Stem aub niet op de onbetrouwbare beloftes. Er is niks wat we kunnen verwachten van de oude politiek. StemZeWeg Vergeet niet ...,Farmers Defence Force,none
rchUiq0nSEw,2023-11-22,youtube#video,D66 — Stem op Rob Jetten,"Het is zo ver. We mogen vandaag naar de stembus! Stem voor goed onderwijs, klimaatactie en een eerlijke economie. En tegen ...",D66,none
